"Skaarup Moellebaek flow (m3/s), x","Skaarup Moellebaek flow (m3/s), y","Skaarup Moellebaek vandstand (m), x","Skaarup Moellebaek vandstand (m), y"
2017-05-23 11:51:35,0.0921030689,2017-05-23 11:21:35,0.1384307
2017-05-23 12:06:35,0.09227189,2017-05-23 11:36:35,0.1377373
2017-05-23 12:21:35,0.0924974328,2017-05-23 11:51:35,0.1357019
2017-05-23 12:36:35,0.0928698913,2017-05-23 12:06:35,0.1355123
2017-05-23 12:51:35,0.0930524404,2017-05-23 12:21:35,0.1367211
2017-05-23 13:06:35,0.0933810648,2017-05-23 12:36:35,0.1365927
2017-05-23 13:21:35,0.0936576464,2017-05-23 12:51:35,0.1367853
2017-05-23 13:36:35,0.0934471864,2017-05-23 13:06:35,0.1367483
2017-05-23 13:51:35,0.0932485334,2017-05-23 13:21:35,0.1372977
2017-05-23 14:06:35,0.093090568,2017-05-23 13:36:35,0.1376138
2017-05-23 14:21:35,0.0925236459,2017-05-23 13:51:35,0.1371315
2017-05-23 14:36:35,0.0922239565,2017-05-23 14:06:35,0.1360763
2017-05-23 14:51:35,0.0919786164,2017-05-23 14:21:35,0.1374135
2017-05-23 15:06:35,0.0921932406,2017-05-23 14:36:35,0.1375224
2017-05-23 15:21:35,0.0923769222,2017-05-23 14:51:35,0.1376887
2017-05-23 15:36:35,0.0923837116,2017-05-23 15:06:35,0.1383441
2017-05-23 15:51:35,0.092400775,2017-05-23 15:21:35,0.1387633
2017-05-23 16:06:35,0.0921967088,2017-05-23 15:36:35,0.1393127
2017-05-23 16:21:35,0.092102308,2017-05-23 15:51:35,0.1417264
2017-05-23 16:36:35,0.0923872666,2017-05-23 16:06:35,0.1405984
2017-05-23 16:51:35,0.0912925344,2017-05-23 16:21:35,0.1407257
2017-05-23 17:06:35,0.0906749025,2017-05-23 16:36:35,0.1389928
2017-05-23 17:21:35,0.0906384013,2017-05-23 16:51:35,0.1391056
2017-05-23 17:36:35,0.0902566056,2017-05-23 17:06:35,0.1385989
2017-05-23 17:51:35,0.0895536078,2017-05-23 17:21:35,0.1393536
2017-05-23 18:06:35,0.0891894392,2017-05-23 17:36:35,0.1391717
2017-05-23 18:21:35,0.0892933208,2017-05-23 17:51:35,0.1379902
2017-05-23 18:36:35,0.0888801572,2017-05-23 18:06:35,0.1366374
2017-05-23 18:51:35,0.0883805267,2017-05-23 18:21:35,0.1352983
2017-05-23 19:06:35,0.0878969481,2017-05-23 18:36:35,0.1358692
2017-05-23 19:21:35,0.0875697952,2017-05-23 18:51:35,0.1386164
2017-05-23 19:36:35,0.0873591908,2017-05-23 19:06:35,0.1380612
2017-05-23 19:51:35,0.0872585022,2017-05-23 19:21:35,0.1382712
2017-05-23 20:06:35,0.0870838898,2017-05-23 19:36:35,0.1389519
2017-05-23 20:21:35,0.0871537597,2017-05-23 19:51:35,0.1399332
2017-05-23 20:36:35,0.0872876864,2017-05-23 20:06:35,0.1394304
2017-05-23 20:51:35,0.0871010656,2017-05-23 20:21:35,0.1392096
2017-05-23 21:06:35,0.0869552523,2017-05-23 20:36:35,0.1393584
2017-05-23 21:21:35,0.0866801049,2017-05-23 20:51:35,0.138878
2017-05-23 21:36:35,0.0865205737,2017-05-23 21:06:35,0.1372258
2017-05-23 21:51:35,0.0864327892,2017-05-23 21:21:35,0.1361065
2017-05-23 22:06:35,0.0863440064,2017-05-23 21:36:35,0.1365003
2017-05-23 22:21:35,0.0861125331,2017-05-23 21:51:35,0.1375827
2017-05-23 22:36:35,0.086301157,2017-05-23 22:06:35,0.1386797
2017-05-23 22:51:35,0.0862662909,2017-05-23 22:21:35,0.1384958
2017-05-23 23:06:35,0.0863150914,2017-05-23 22:36:35,0.1398369
2017-05-23 23:21:35,0.0865708912,2017-05-23 22:51:35,0.1401102
2017-05-23 23:36:35,0.086853638,2017-05-23 23:06:35,0.1399935
2017-05-23 23:51:35,0.0871475168,2017-05-23 23:21:35,0.1405332
2017-05-24 00:06:35,0.0875036942,2017-05-23 23:36:35,0.1409533
2017-05-24 00:21:35,0.0877896321,2017-05-23 23:51:35,0.1407685
2017-05-24 00:36:35,0.0881193199,2017-05-24 00:06:35,0.1410214
2017-05-24 00:51:35,0.0884207225,2017-05-24 00:21:35,0.141282
2017-05-24 01:06:35,0.088709598,2017-05-24 00:36:35,0.1413034
2017-05-24 01:21:35,0.0888862288,2017-05-24 00:51:35,0.1422623
2017-05-24 01:36:35,0.089221095,2017-05-24 01:06:35,0.142871
2017-05-24 01:51:35,0.0896300284,2017-05-24 01:21:35,0.1427893
2017-05-24 02:06:35,0.090134543,2017-05-24 01:36:35,0.1420415
2017-05-24 02:21:35,0.0906969056,2017-05-24 01:51:35,0.1421932
2017-05-24 02:36:35,0.0911543375,2017-05-24 02:06:35,0.1433787
2017-05-24 02:51:35,0.0920151571,2017-05-24 02:21:35,0.1431151
2017-05-24 03:06:35,0.0928709916,2017-05-24 02:36:35,0.1419472
2017-05-24 03:21:35,0.0935472106,2017-05-24 02:51:35,0.1413647
2017-05-24 03:36:35,0.0944061431,2017-05-24 03:06:35,0.1425482
2017-05-24 03:51:35,0.0950653262,2017-05-24 03:21:35,0.1433223
2017-05-24 04:06:35,0.0956809587,2017-05-24 03:36:35,0.1447256
2017-05-24 04:21:35,0.0963007013,2017-05-24 03:51:35,0.1476236
2017-05-24 04:36:35,0.0968166431,2017-05-24 04:06:35,0.1492495
2017-05-24 04:51:35,0.0975261495,2017-05-24 04:21:35,0.1500256
2017-05-24 05:06:35,0.0980966644,2017-05-24 04:36:35,0.1507277
2017-05-24 05:21:35,0.0982786405,2017-05-24 04:51:35,0.1534448
2017-05-24 05:36:35,0.0993891049,2017-05-24 05:06:35,0.154889
2017-05-24 05:51:35,0.0998796946,2017-05-24 05:21:35,0.1554919
2017-05-24 06:06:35,0.0999047318,2017-05-24 05:36:35,0.1550241
2017-05-24 06:21:35,0.1004795885,2017-05-24 05:51:35,0.1551632
2017-05-24 06:36:35,0.1011652894,2017-05-24 06:06:35,0.1549677
2017-05-24 06:51:35,0.1016279774,2017-05-24 06:21:35,0.1540312
2017-05-24 07:06:35,0.1016391751,2017-05-24 06:36:35,0.1555036
2017-05-24 07:21:35,0.1018487977,2017-05-24 06:51:35,0.1564761
2017-05-24 07:36:35,0.1021369828,2017-05-24 07:06:35,0.1578881
2017-05-24 07:51:35,0.1022262887,2017-05-24 07:21:35,0.1585533
2017-05-24 08:06:35,0.1022314303,2017-05-24 07:36:35,0.157573
2017-05-24 08:21:35,0.1022073315,2017-05-24 07:51:35,0.1566997
2017-05-24 08:36:35,0.102187894,2017-05-24 08:06:35,0.1571655
2017-05-24 08:51:35,0.1020213881,2017-05-24 08:21:35,0.1583841
2017-05-24 09:06:35,0.1017077195,2017-05-24 08:36:35,0.1574544
2017-05-24 09:21:35,0.1012366475,2017-05-24 08:51:35,0.156832
2017-05-24 09:36:35,0.100952315,2017-05-24 09:06:35,0.1562767
2017-05-24 09:51:35,0.1006290117,2017-05-24 09:21:35,0.1567697
2017-05-24 10:06:35,0.100413547,2017-05-24 09:36:35,0.1565704
2017-05-24 10:21:35,0.1001589187,2017-05-24 09:51:35,0.1547353
2017-05-24 10:36:35,0.0998994961,2017-05-24 10:06:35,0.1531064
2017-05-24 10:51:35,0.0996267575,2017-05-24 10:21:35,0.1509115
2017-05-24 11:06:35,0.0995272637,2017-05-24 10:36:35,0.150433
2017-05-24 11:21:35,0.0989439954,2017-05-24 10:51:35,0.1494295
2017-05-24 11:36:35,0.0984490651,2017-05-24 11:06:35,0.1488897
2017-05-24 11:51:35,0.0979772018,2017-05-24 11:21:35,0.14775
2017-05-24 12:06:35,0.0972895324,2017-05-24 11:36:35,0.1476848
2017-05-24 12:21:35,0.0966854351,2017-05-24 11:51:35,0.1467794
2017-05-24 12:36:35,0.0959434989,2017-05-24 12:06:35,0.14743
2017-05-24 12:51:35,0.0953198945,2017-05-24 12:21:35,0.1479416
2017-05-24 13:06:35,0.0947847221,2017-05-24 12:36:35,0.1478005
2017-05-24 13:21:35,0.0941641457,2017-05-24 12:51:35,0.1474631
2017-05-24 13:36:35,0.0936838564,2017-05-24 13:06:35,0.1461901
2017-05-24 13:51:35,0.0932476886,2017-05-24 13:21:35,0.1455998
2017-05-24 14:06:35,0.0929211511,2017-05-24 13:36:35,0.1452964
2017-05-24 14:21:35,0.0925860282,2017-05-24 13:51:35,0.1460384
2017-05-24 14:36:35,0.0923154,2017-05-24 14:06:35,0.145876
2017-05-24 14:51:35,0.0920578029,2017-05-24 14:21:35,0.1457758
2017-05-24 15:06:35,0.0917857668,2017-05-24 14:36:35,0.1441713
2017-05-24 15:21:35,0.0917079307,2017-05-24 14:51:35,0.1451992
2017-05-24 15:36:35,0.0913367204,2017-05-24 15:06:35,0.1461181
2017-05-24 15:51:35,0.0909242742,2017-05-24 15:21:35,0.1457175
2017-05-24 16:06:35,0.0907033753,2017-05-24 15:36:35,0.1448743
2017-05-24 16:21:35,0.0903692703,2017-05-24 15:51:35,0.1437716
2017-05-24 16:36:35,0.0901523037,2017-05-24 16:06:35,0.1431852
2017-05-24 16:51:35,0.0900744829,2017-05-24 16:21:35,0.1427689
2017-05-24 17:06:35,0.0898511966,2017-05-24 16:36:35,0.1426308
2017-05-24 17:21:35,0.0896553584,2017-05-24 16:51:35,0.1418315
2017-05-24 17:36:35,0.0895097036,2017-05-24 17:06:35,0.1416224
2017-05-24 17:51:35,0.0892359792,2017-05-24 17:21:35,0.1408327
2017-05-24 18:06:35,0.0893082792,2017-05-24 17:36:35,0.1395909
2017-05-24 18:21:35,0.0894081404,2017-05-24 17:51:35,0.1384346
2017-05-24 18:36:35,0.0892711496,2017-05-24 18:06:35,0.1387215
2017-05-24 18:51:35,0.0892210846,2017-05-24 18:21:35,0.1388625
2017-05-24 19:06:35,0.0890770057,2017-05-24 18:36:35,0.1389267
2017-05-24 19:21:35,0.089002292,2017-05-24 18:51:35,0.138349
2017-05-24 19:36:35,0.0887956837,2017-05-24 19:06:35,0.1391746
2017-05-24 19:51:35,0.088732247,2017-05-24 19:21:35,0.1394324
2017-05-24 20:06:35,0.0893375775,2017-05-24 19:36:35,0.1390327
2017-05-24 20:21:35,0.0894051096,2017-05-24 19:51:35,0.1392165
2017-05-24 20:36:35,0.0890802113,2017-05-24 20:06:35,0.137853
2017-05-24 20:51:35,0.0886958743,2017-05-24 20:21:35,0.1379085
2017-05-24 21:06:35,0.0883370549,2017-05-24 20:36:35,0.1373084
2017-05-24 21:21:35,0.0880058211,2017-05-24 20:51:35,0.1357661
2017-05-24 21:36:35,0.0879575535,2017-05-24 21:06:35,0.1356873
2017-05-24 21:51:35,0.0881305492,2017-05-24 21:21:35,0.135699
2017-05-24 22:06:35,0.0880322851,2017-05-24 21:36:35,0.1355541
2017-05-24 22:21:35,0.087805801,2017-05-24 21:51:35,0.1368845
2017-05-24 22:36:35,0.0876810922,2017-05-24 22:06:35,0.1366092
2017-05-24 22:51:35,0.0876072374,2017-05-24 22:21:35,0.1366102
2017-05-24 23:06:35,0.0874753494,2017-05-24 22:36:35,0.13584
2017-05-24 23:21:35,0.0872453956,2017-05-24 22:51:35,0.1373804
2017-05-24 23:36:35,0.0871168321,2017-05-24 23:06:35,0.138279
2017-05-24 23:51:35,0.08676499,2017-05-24 23:21:35,0.1389918
2017-05-25 00:06:35,0.0864550459,2017-05-24 23:36:35,0.1394324
2017-05-25 00:21:35,0.0861583643,2017-05-24 23:51:35,0.1401821
2017-05-25 00:36:35,0.0857368221,2017-05-25 00:06:35,0.1411624
2017-05-25 00:51:35,0.0853825319,2017-05-25 00:21:35,0.1410253
2017-05-25 01:06:35,0.0851131765,2017-05-25 00:36:35,0.140786
2017-05-25 01:21:35,0.0849285665,2017-05-25 00:51:35,0.1413919
2017-05-25 01:36:35,0.0846072806,2017-05-25 01:06:35,0.1421388
2017-05-25 01:51:35,0.084499312,2017-05-25 01:21:35,0.1423761
2017-05-25 02:06:35,0.084539908,2017-05-25 01:36:35,0.1420678
2017-05-25 02:21:35,0.0843077313,2017-05-25 01:51:35,0.1418139
2017-05-25 02:36:35,0.0841878638,2017-05-25 02:06:35,0.1411274
2017-05-25 02:51:35,0.0841487227,2017-05-25 02:21:35,0.1403212
2017-05-25 03:06:35,0.0841670233,2017-05-25 02:36:35,0.1418791
2017-05-25 03:21:35,0.0839945241,2017-05-25 02:51:35,0.1418529
2017-05-25 03:36:35,0.0837946295,2017-05-25 03:06:35,0.1427757
2017-05-25 03:51:35,0.0837167505,2017-05-25 03:21:35,0.1444338
2017-05-25 04:06:35,0.0834767063,2017-05-25 03:36:35,0.143332
2017-05-25 04:21:35,0.0832473714,2017-05-25 03:51:35,0.1418451
2017-05-25 04:36:35,0.0833683966,2017-05-25 04:06:35,0.1418198
2017-05-25 04:51:35,0.0836201511,2017-05-25 04:21:35,0.1454977
2017-05-25 05:06:35,0.0839422021,2017-05-25 04:36:35,0.1442928
2017-05-25 05:21:35,0.0842020491,2017-05-25 04:51:35,0.1446896
2017-05-25 05:36:35,0.0842452016,2017-05-25 05:06:35,0.1450727
2017-05-25 05:51:35,0.0845109598,2017-05-25 05:21:35,0.1454432
2017-05-25 06:06:35,0.0848046955,2017-05-25 05:36:35,0.1461746
2017-05-25 06:21:35,0.0852790524,2017-05-25 05:51:35,0.14591
2017-05-25 06:36:35,0.085763594,2017-05-25 06:06:35,0.1449531
2017-05-25 06:51:35,0.0859964515,2017-05-25 06:21:35,0.1448277
2017-05-25 07:06:35,0.0860733692,2017-05-25 06:36:35,0.1457885
2017-05-25 07:21:35,0.086421757,2017-05-25 06:51:35,0.1452828
2017-05-25 07:36:35,0.0868635482,2017-05-25 07:06:35,0.1437181
2017-05-25 07:51:35,0.087214443,2017-05-25 07:21:35,0.1440944
2017-05-25 08:06:35,0.0873883711,2017-05-25 07:36:35,0.1432775
2017-05-25 08:21:35,0.0878502571,2017-05-25 07:51:35,0.1434215
2017-05-25 08:36:35,0.0882159165,2017-05-25 08:06:35,0.1425978
2017-05-25 08:51:35,0.0875897203,2017-05-25 08:21:35,0.142554
2017-05-25 09:06:35,0.0872782415,2017-05-25 08:36:35,0.1425628
2017-05-25 09:21:35,0.0875238459,2017-05-25 08:51:35,0.141918
2017-05-25 09:36:35,0.0879019466,2017-05-25 09:06:35,0.1417721
2017-05-25 09:51:35,0.08821251,2017-05-25 09:21:35,0.1415222
2017-05-25 10:06:35,0.0884502561,2017-05-25 09:36:35,0.1395627
2017-05-25 10:21:35,0.0885455783,2017-05-25 09:51:35,0.1405118
2017-05-25 10:36:35,0.0883082749,2017-05-25 10:06:35,0.1403523
2017-05-25 10:51:35,0.0882723551,2017-05-25 10:21:35,0.1407549
2017-05-25 11:06:35,0.0884043034,2017-05-25 10:36:35,0.1409416
2017-05-25 11:21:35,0.0883864822,2017-05-25 10:51:35,0.139374
2017-05-25 11:36:35,0.0883535363,2017-05-25 11:06:35,0.1386242
2017-05-25 11:51:35,0.0883277866,2017-05-25 11:21:35,0.1366938
2017-05-25 12:06:35,0.0881888946,2017-05-25 11:36:35,0.1374903
2017-05-25 12:21:35,0.0877601076,2017-05-25 11:51:35,0.1375506
2017-05-25 12:36:35,0.0873818059,2017-05-25 12:06:35,0.1369263
2017-05-25 12:51:35,0.0870098989,2017-05-25 12:21:35,0.1381701
2017-05-25 13:06:35,0.0867844888,2017-05-25 12:36:35,0.1377772
2017-05-25 13:21:35,0.0865869299,2017-05-25 12:51:35,0.136758
2017-05-25 13:36:35,0.0864679161,2017-05-25 13:06:35,0.1353372
2017-05-25 13:51:35,0.0863103528,2017-05-25 13:21:35,0.1357214
2017-05-25 14:06:35,0.0859831948,2017-05-25 13:36:35,0.1360559
2017-05-25 14:21:35,0.0858042204,2017-05-25 13:51:35,0.1345894
2017-05-25 14:36:35,0.0854005206,2017-05-25 14:06:35,0.1344853
2017-05-25 14:51:35,0.084834234,2017-05-25 14:21:35,0.1342364
2017-05-25 15:06:35,0.0845031284,2017-05-25 14:36:35,0.132941
2017-05-25 15:21:35,0.0841087489,2017-05-25 14:51:35,0.1325209
2017-05-25 15:36:35,0.083724368,2017-05-25 15:06:35,0.1322408
2017-05-25 15:51:35,0.0833364439,2017-05-25 15:21:35,0.1330675
2017-05-25 16:06:35,0.0830518323,2017-05-25 15:36:35,0.1317643
2017-05-25 16:21:35,0.0828355421,2017-05-25 15:51:35,0.1320571
2017-05-25 16:36:35,0.0825813942,2017-05-25 16:06:35,0.1332931
2017-05-25 16:51:35,0.0826525936,2017-05-25 16:21:35,0.1320804
2017-05-25 17:06:35,0.0827423936,2017-05-25 16:36:35,0.132447
2017-05-25 17:21:35,0.0823628711,2017-05-25 16:51:35,0.1310943
2017-05-25 17:36:35,0.0821841776,2017-05-25 17:06:35,0.1305643
2017-05-25 17:51:35,0.0821271273,2017-05-25 17:21:35,0.1300518
2017-05-25 18:06:35,0.0821161368,2017-05-25 17:36:35,0.1310418
2017-05-25 18:21:35,0.0818691476,2017-05-25 17:51:35,0.1322399
2017-05-25 18:36:35,0.0820283029,2017-05-25 18:06:35,0.1316175
2017-05-25 18:51:35,0.082018562,2017-05-25 18:21:35,0.1310398
2017-05-25 19:06:35,0.0818270357,2017-05-25 18:36:35,0.1321018
2017-05-25 19:21:35,0.0819084623,2017-05-25 18:51:35,0.1315115
2017-05-25 19:36:35,0.0819175365,2017-05-25 19:06:35,0.1319433
2017-05-25 19:51:35,0.0819062937,2017-05-25 19:21:35,0.1326114
2017-05-25 20:06:35,0.081939313,2017-05-25 19:36:35,0.1327193
2017-05-25 20:21:35,0.0819471674,2017-05-25 19:51:35,0.1329683
2017-05-25 20:36:35,0.082395457,2017-05-25 20:06:35,0.1333699
2017-05-25 20:51:35,0.0824933481,2017-05-25 20:21:35,0.1338474
2017-05-25 21:06:35,0.08276234,2017-05-25 20:36:35,0.1347829
2017-05-25 21:21:35,0.082911031,2017-05-25 20:51:35,0.1349414
2017-05-25 21:36:35,0.0831737264,2017-05-25 21:06:35,0.1347129
2017-05-25 21:51:35,0.0831035577,2017-05-25 21:21:35,0.1318684
2017-05-25 22:06:35,0.0834725619,2017-05-25 21:36:35,0.1323459
2017-05-25 22:21:35,0.0833575368,2017-05-25 21:51:35,0.1340769
2017-05-25 22:36:35,0.0833898874,2017-05-25 22:06:35,0.135662
2017-05-25 22:51:35,0.0835306955,2017-05-25 22:21:35,0.1338941
2017-05-25 23:06:35,0.0835334856,2017-05-25 22:36:35,0.1350328
2017-05-25 23:21:35,0.0838917503,2017-05-25 22:51:35,0.1373755
2017-05-25 23:36:35,0.0837385171,2017-05-25 23:06:35,0.1388246
2017-05-25 23:51:35,0.0841437577,2017-05-25 23:21:35,0.1380932
2017-05-26 00:06:35,0.084771001,2017-05-25 23:36:35,0.1406227
2017-05-26 00:21:35,0.0848293132,2017-05-25 23:51:35,0.1393429
2017-05-26 00:36:35,0.0849879468,2017-05-26 00:06:35,0.1369778
2017-05-26 00:51:35,0.0851314042,2017-05-26 00:21:35,0.1386942
2017-05-26 01:06:35,0.085308114,2017-05-26 00:36:35,0.1386719
2017-05-26 01:21:35,0.0855836016,2017-05-26 00:51:35,0.1393156
2017-05-26 01:36:35,0.0859431096,2017-05-26 01:06:35,0.1397105
2017-05-26 01:51:35,0.0861025582,2017-05-26 01:21:35,0.1399526
2017-05-26 02:06:35,0.0862756092,2017-05-26 01:36:35,0.1379406
2017-05-26 02:21:35,0.086343518,2017-05-26 01:51:35,0.1383646
2017-05-26 02:36:35,0.0862955238,2017-05-26 02:06:35,0.1392048
2017-05-26 02:51:35,0.0865016325,2017-05-26 02:21:35,0.1379308
2017-05-26 03:06:35,0.0864670399,2017-05-26 02:36:35,0.1380612
2017-05-26 03:21:35,0.0866469957,2017-05-26 02:51:35,0.1403883
2017-05-26 03:36:35,0.0867838639,2017-05-26 03:06:35,0.1401491
2017-05-26 03:51:35,0.0867975553,2017-05-26 03:21:35,0.1409105
2017-05-26 04:06:35,0.0871626003,2017-05-26 03:36:35,0.1416506
2017-05-26 04:21:35,0.0872281658,2017-05-26 03:51:35,0.1412548
2017-05-26 04:36:35,0.0872870677,2017-05-26 04:06:35,0.1407714
2017-05-26 04:51:35,0.0872183177,2017-05-26 04:21:35,0.1403299
2017-05-26 05:06:35,0.0871815599,2017-05-26 04:36:35,0.139835
2017-05-26 05:21:35,0.0873043782,2017-05-26 04:51:35,0.1403883
2017-05-26 05:36:35,0.0871005221,2017-05-26 05:06:35,0.1397328
2017-05-26 05:51:35,0.0868197179,2017-05-26 05:21:35,0.1399643
2017-05-26 06:06:35,0.086956929,2017-05-26 05:36:35,0.1388333
2017-05-26 06:21:35,0.0869059697,2017-05-26 05:51:35,0.1402483
2017-05-26 06:36:35,0.0866474164,2017-05-26 06:06:35,0.1397679
2017-05-26 06:51:35,0.0863733988,2017-05-26 06:21:35,0.1391231
2017-05-26 07:06:35,0.0865367799,2017-05-26 06:36:35,0.1400003
2017-05-26 07:21:35,0.0862346721,2017-05-26 06:51:35,0.1414152
2017-05-26 07:36:35,0.0861561258,2017-05-26 07:06:35,0.1417118
2017-05-26 07:51:35,0.086198197,2017-05-26 07:21:35,0.1423634
2017-05-26 08:06:35,0.0861073912,2017-05-26 07:36:35,0.1417984
2017-05-26 08:21:35,0.0859650508,2017-05-26 07:51:35,0.1416263
2017-05-26 08:36:35,0.0858496108,2017-05-26 08:06:35,0.1412723
2017-05-26 08:51:35,0.0857965393,2017-05-26 08:21:35,0.1411011
2017-05-26 09:06:35,0.0858167315,2017-05-26 08:36:35,0.1397795
2017-05-26 09:21:35,0.0853874816,2017-05-26 08:51:35,0.1379163
2017-05-26 09:36:35,0.0854102575,2017-05-26 09:06:35,0.1377529
2017-05-26 09:51:35,0.085073975,2017-05-26 09:21:35,0.1365771
2017-05-26 10:06:35,0.0848839356,2017-05-26 09:36:35,0.1368378
2017-05-26 10:21:35,0.0847777743,2017-05-26 09:51:35,0.1361016
2017-05-26 10:36:35,0.0849795087,2017-05-26 10:06:35,0.1349113
2017-05-26 10:51:35,0.0845123834,2017-05-26 10:21:35,0.1344523
2017-05-26 11:06:35,0.084717741,2017-05-26 10:36:35,0.1331929
2017-05-26 11:21:35,0.0847706974,2017-05-26 10:51:35,0.1334769
2017-05-26 11:36:35,0.0846513385,2017-05-26 11:06:35,0.1339242
2017-05-26 11:51:35,0.0846016618,2017-05-26 11:21:35,0.1341528
2017-05-26 12:06:35,0.0842827326,2017-05-26 11:36:35,0.1345194
2017-05-26 12:21:35,0.0846143239,2017-05-26 11:51:35,0.1348063
2017-05-26 12:36:35,0.0844595946,2017-05-26 12:06:35,0.1345933
2017-05-26 12:51:35,0.084195951,2017-05-26 12:21:35,0.134038
2017-05-26 13:06:35,0.084274568,2017-05-26 12:36:35,0.1336811
2017-05-26 13:21:35,0.0841497739,2017-05-26 12:51:35,0.1335313
2017-05-26 13:36:35,0.0841490026,2017-05-26 13:06:35,0.1326289
2017-05-26 13:51:35,0.0840778956,2017-05-26 13:21:35,0.131952
2017-05-26 14:06:35,0.0838222071,2017-05-26 13:36:35,0.1324635
2017-05-26 14:21:35,0.0835672091,2017-05-26 13:51:35,0.1322856
2017-05-26 14:36:35,0.0833552549,2017-05-26 14:06:35,0.1326376
2017-05-26 14:51:35,0.0830384515,2017-05-26 14:21:35,0.1319394
2017-05-26 15:06:35,0.0828982336,2017-05-26 14:36:35,0.1314619
2017-05-26 15:21:35,0.0827835059,2017-05-26 14:51:35,0.1312859
2017-05-26 15:36:35,0.0826283029,2017-05-26 15:06:35,0.1310291
2017-05-26 15:51:35,0.082555327,2017-05-26 15:21:35,0.1309261
2017-05-26 16:06:35,0.082479684,2017-05-26 15:36:35,0.1305147
2017-05-26 16:21:35,0.0822838753,2017-05-26 15:51:35,0.130538
2017-05-26 16:36:35,0.0822175672,2017-05-26 16:06:35,0.1303134
2017-05-26 16:51:35,0.0817805399,2017-05-26 16:21:35,0.1296482
2017-05-26 17:06:35,0.0814620335,2017-05-26 16:36:35,0.130364
2017-05-26 17:21:35,0.0811795,2017-05-26 16:51:35,0.1292728
2017-05-26 17:36:35,0.0810316939,2017-05-26 17:06:35,0.1288819
2017-05-26 17:51:35,0.080930129,2017-05-26 17:21:35,0.1283266
2017-05-26 18:06:35,0.0806742109,2017-05-26 17:36:35,0.1287419
2017-05-26 18:21:35,0.0804272999,2017-05-26 17:51:35,0.1292602
2017-05-26 18:36:35,0.0803201704,2017-05-26 18:06:35,0.1309066
2017-05-26 18:51:35,0.0801794477,2017-05-26 18:21:35,0.1318091
2017-05-26 19:06:35,0.0798450426,2017-05-26 18:36:35,0.1313403
2017-05-26 19:21:35,0.0797297,2017-05-26 18:51:35,0.1308609
2017-05-26 19:36:35,0.0795937813,2017-05-26 19:06:35,0.1300751
2017-05-26 19:51:35,0.0794790938,2017-05-26 19:21:35,0.1297221
2017-05-26 20:06:35,0.0796019736,2017-05-26 19:36:35,0.1305983
2017-05-26 20:21:35,0.0794480441,2017-05-26 19:51:35,0.1303834
2017-05-26 20:36:35,0.0792897854,2017-05-26 20:06:35,0.1300936
2017-05-26 20:51:35,0.0791273873,2017-05-26 20:21:35,0.1313277
2017-05-26 21:06:35,0.0790851181,2017-05-26 20:36:35,0.1283684
2017-05-26 21:21:35,0.0790777982,2017-05-26 20:51:35,0.1263749
2017-05-26 21:36:35,0.0791490947,2017-05-26 21:06:35,0.1259139
2017-05-26 21:51:35,0.0791783537,2017-05-26 21:21:35,0.1253722
2017-05-26 22:06:35,0.0792812209,2017-05-26 21:36:35,0.1253742
2017-05-26 22:21:35,0.0793618991,2017-05-26 21:51:35,0.1269506
2017-05-26 22:36:35,0.0796908195,2017-05-26 22:06:35,0.1282761
2017-05-26 22:51:35,0.079931757,2017-05-26 22:21:35,0.1296774
2017-05-26 23:06:35,0.0801771686,2017-05-26 22:36:35,0.1295325
2017-05-26 23:21:35,0.0802381315,2017-05-26 22:51:35,0.1297309
2017-05-26 23:36:35,0.0803742911,2017-05-26 23:06:35,0.1304777
2017-05-26 23:51:35,0.0801459332,2017-05-26 23:21:35,0.1313063
2017-05-27 00:06:35,0.0800218783,2017-05-26 23:36:35,0.1312421
2017-05-27 00:21:35,0.0800294646,2017-05-26 23:51:35,0.1315582
2017-05-27 00:36:35,0.0801246301,2017-05-27 00:06:35,0.1314872
2017-05-27 00:51:35,0.0803774412,2017-05-27 00:21:35,0.1319987
2017-05-27 01:06:35,0.0806341266,2017-05-27 00:36:35,0.1321825
2017-05-27 01:21:35,0.0808522874,2017-05-27 00:51:35,0.1322622
2017-05-27 01:36:35,0.0809956868,2017-05-27 01:06:35,0.1332114
2017-05-27 01:51:35,0.0810858619,2017-05-27 01:21:35,0.1339135
2017-05-27 02:06:35,0.0812010525,2017-05-27 01:36:35,0.1336879
2017-05-27 02:21:35,0.0812444482,2017-05-27 01:51:35,0.1333106
2017-05-27 02:36:35,0.0813555583,2017-05-27 02:06:35,0.133896
2017-05-27 02:51:35,0.0815008006,2017-05-27 02:21:35,0.134849
2017-05-27 03:06:35,0.0815859609,2017-05-27 02:36:35,0.1348296
2017-05-27 03:21:35,0.0817092084,2017-05-27 02:51:35,0.1347197
2017-05-27 03:36:35,0.0820305237,2017-05-27 03:06:35,0.1339553
2017-05-27 03:51:35,0.0822290643,2017-05-27 03:21:35,0.1354199
2017-05-27 04:06:35,0.0825114327,2017-05-27 03:36:35,0.1367084
2017-05-27 04:21:35,0.0827470044,2017-05-27 03:51:35,0.1373221
2017-05-27 04:36:35,0.0830518145,2017-05-27 04:06:35,0.1364517
2017-05-27 04:51:35,0.0830898608,2017-05-27 04:21:35,0.1365305
2017-05-27 05:06:35,0.0832353977,2017-05-27 04:36:35,0.1364546
