x,y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10],z[11],z[12],z[13],z[14],z[15],z[16],z[17],z[18],z[19],z[20],z[21],z[22],z[23],z[24],z[25],z[26],z[27],z[28],z[29],z[30],z[31],z[32],z[33],z[34],z[35],z[36],z[37],z[38],z[39],z[40],z[41],z[42],z[43],z[44],z[45],z[46],z[47],z[48],z[49]
161348000,11:46:28,-71.7612,-72.9897,-72.7238,-73.1077,-74.7125,-74.2299,-73.7401,-74.433,-73.0197,-73.6528,-76.3134,-75.8726,-72.7528,-72.4662,-77.83,-73.1609,-74.0874,-75.2365,-74.1418,-73.6235,-74.9758,-73.3914,-74.0007,-75.1618,-72.9858,-75.0211,-72.7421,-87.5497,-75.599,-73.0508,-75.8404,-74.5237,-74.0514,-74.3413,-74.3843,-74.046,-73.0006,-74.2985,-73.843,-74.4439,-74.1436,-73.7945,-74.7206,-75.2071,-73.8838,-73.4704,-79.9715,-74.8439,-72.7613,-72.2584
161352000,11:46:28,-72.5517,-72.385,-72.1957,-71.6347,-75.0492,-74.4417,-74.1302,-74.0192,-74.4795,-74.0036,-76.3145,-76.1224,-73.6461,-72.9318,-78.3138,-73.9315,-73.1625,-75.4078,-74.0452,-73.4542,-73.911,-73.3659,-74.2539,-75.4911,-73.8462,-74.3509,-74.4308,-86.3586,-75.6059,-74.2424,-76.8001,-74.0639,-74.0481,-73.84,-75.1193,-74.4225,-73.4203,-74.0564,-73.8768,-75.1937,-74.4186,-72.63,-75.0064,-74.3584,-74.2352,-74.3313,-80.2011,-76.6502,-72.9077,-72.5396
161356000,11:46:28,-73.2419,-72.1591,-71.2215,-72.7199,-72.3696,-73.7569,-74.8413,-72.8947,-74.6237,-74.9044,-76.6383,-75.3234,-74.1429,-74.404,-77.8087,-75.3036,-72.7997,-73.1641,-74.5783,-73.5939,-74.2928,-72.9161,-73.4459,-75.1426,-73.8791,-73.9432,-75.0462,-85.3538,-75.5121,-74.6753,-78.4277,-75.0791,-74.1042,-74.2116,-73.7255,-73.707,-73.0499,-73.4705,-75.6241,-74.4096,-73.6295,-73.6863,-74.4464,-75.1024,-74.8822,-74.3497,-78.9917,-74.5616,-73.1344,-74.3935
161360000,11:46:28,-71.8572,-72.8212,-71.2359,-73.1668,-71.8749,-72.9398,-73.4089,-73.0674,-73.5926,-73.9401,-75.5011,-75.7687,-73.7414,-74.4672,-77.4005,-74.6274,-73.2252,-72.9204,-72.1875,-73.0578,-74.7633,-72.9772,-73.1336,-73.6073,-73.5752,-72.5026,-72.4492,-84.7321,-74.756,-73.9856,-77.9082,-74.3655,-73.6713,-74.0145,-73.1678,-72.264,-71.8153,-73.5462,-74.5665,-75.1625,-73.2765,-73.4627,-72.6452,-73.7712,-74.3492,-72.7606,-78.2757,-73.069,-73.7264,-75.4186
161364000,11:46:28,-68.6536,-68.1739,-68.1469,-71.7757,-70.0191,-70.8161,-70.6657,-70.8652,-70.8087,-69.7134,-72.7405,-71.3851,-71.1265,-71.1559,-76.2356,-71.0138,-70.6491,-70.2044,-70.5796,-69.7534,-70.9786,-71.3929,-70.3943,-70.8976,-69.9642,-69.9702,-69.4651,-82.6618,-71.6823,-71.3347,-73.9444,-71.8439,-69.9898,-69.9573,-70.0239,-69.9362,-70.1946,-71.186,-70.2025,-71.3646,-70.1747,-70.0124,-69.8878,-69.637,-70.3497,-70.3071,-75.7638,-69.8806,-71.9552,-71.9023
161368000,11:46:28,-68.7182,-68.8376,-69.1006,-72.7781,-70.6953,-70.8781,-71.2257,-70.819,-71.3531,-70.5419,-73.1727,-72.3101,-71.4736,-71.0653,-77.1759,-72.2363,-71.3421,-71.0761,-72.2736,-70.976,-71.2391,-72.6225,-71.0892,-71.3938,-70.7844,-70.5674,-71.4389,-82.868,-72.9278,-72.0734,-74.6955,-71.8382,-70.5638,-70.1754,-70.1945,-70.6193,-71.2409,-71.9744,-70.2961,-71.907,-70.8642,-70.8383,-71.2522,-69.8222,-71.6065,-70.264,-76.0349,-71.0767,-72.4413,-71.5883
161372000,11:46:28,-71.1369,-70.7955,-71.2002,-72.9799,-72.4379,-71.4795,-72.7004,-72.9365,-73.6212,-72.5566,-75.8428,-75.5229,-72.4598,-72.4689,-80.1277,-74.4124,-73.1634,-73.7466,-73.232,-74.5919,-73.5206,-72.6435,-73.7057,-74.1862,-72.8545,-74.3681,-73.9352,-85.1662,-74.4097,-73.8774,-77.2449,-74.3683,-72.4966,-71.6894,-72.6494,-74.0259,-73.4445,-73.7307,-73.1938,-75.2079,-72.6864,-73.9214,-74.4928,-73.3285,-74.2095,-73.2018,-78.8315,-74.7629,-73.751,-72.8104
161376000,,-71.2639,-72.0033,-70.537,-72.2453,-71.4707,-71.7955,-73.8261,-72.8276,-73.5394,-72.7451,-76.2964,-74.1673,-72.9751,-72.5764,-79.4517,-74.5459,-73.5669,-74.055,-73.4305,-74.6718,-72.9939,-72.7572,-73.1682,-73.8865,-73.2073,-74.6912,-73.2179,-84.8387,-74.7183,-73.0912,-76.4587,-74.6919,-73.3406,-73.5361,-74.5002,-74.3427,-72.5083,-72.476,-73.4532,-73.9421,-72.7975,-73.2042,-74.0466,-73.7694,-72.3731,-73.6277,-78.8172,-74.6634,-74.9743,-72.8833
161380000,,-70.4936,-71.2108,-70.3325,-73.0235,-71.2255,-71.6544,-73.033,-72.9377,-74.4824,-71.9046,-75.3332,-74.031,-72.6148,-72.3717,-78.7999,-72.6874,-73.0372,-73.8435,-73.0358,-74.7561,-72.6758,-72.3274,-73.4056,-73.0829,-73.2271,-72.6193,-73.9862,-85.2646,-76.343,-71.6782,-75.2335,-74.2355,-72.2887,-72.9061,-73.7139,-72.3781,-72.7706,-71.4032,-73.2155,-72.9534,-72.6843,-72.6208,-71.7728,-72.3077,-72.2986,-72.5669,-78.7778,-73.0054,-73.2662,-72.858
161384000,,-69.1201,-69.1521,-69.4381,-72.0365,-72.5356,-70.8884,-71.5531,-73.134,-72.6982,-71.0303,-74.9269,-73.4134,-72.2036,-72.077,-78.221,-71.451,-72.7108,-73.5301,-73.2139,-72.8277,-70.9031,-70.5884,-71.4224,-71.8943,-71.9407,-71.467,-73.0038,-84.5094,-74.5914,-72.61,-73.5501,-73.9439,-72.8423,-71.912,-70.7374,-71.0228,-72.0179,-72.0558,-72.3553,-71.0752,-73.2276,-71.1252,-71.0119,-71.8676,-72.0292,-71.1534,-76.8019,-72.245,-71.6856,-74.0484
161388000,,-70.1282,-70.7046,-70.4233,-71.7515,-72.3457,-72.5234,-73.3025,-72.821,-72.4688,-72.5566,-74.901,-74.1386,-72.1297,-71.2224,-79.5217,-73.9512,-73.4844,-72.9988,-73.4059,-73.1892,-70.4881,-71.6849,-71.9214,-73.5221,-72.9357,-72.9906,-72.7859,-84.144,-74.5896,-74.2811,-75.9557,-74.9077,-74.765,-73.6149,-72.465,-72.2446,-71.927,-74.092,-72.9615,-71.3256,-74.5779,-72.7534,-71.4753,-71.7644,-74.1176,-72.4811,-76.7956,-74.0765,-72.5002,-72.3557
161392000,,-70.5397,-70.9746,-71.0386,-72.8203,-73.0385,-74.2261,-74.498,-73.4627,-73.0195,-74.5436,-73.8799,-73.5186,-72.2342,-72.161,-79.6586,-73.5695,-72.9507,-72.181,-73.7799,-72.2762,-71.4887,-73.029,-73.2762,-72.7227,-72.6386,-74.1494,-72.8764,-84.0999,-74.612,-73.5205,-77.1336,-73.7686,-74.4421,-72.8351,-73.2963,-71.9356,-71.7198,-73.6109,-72.5506,-72.4053,-73.8937,-72.0798,-70.6808,-72.8369,-73.0218,-73.3135,-78.1972,-73.9147,-71.8353,-72.5747
161396000,,-70.8293,-70.9244,-70.2102,-72.8612,-72.5575,-72.9658,-72.2366,-74.0998,-72.6001,-74.411,-75.0146,-73.2196,-72.4038,-72.438,-79.9916,-74.0828,-72.5324,-72.9338,-73.2676,-71.6749,-73.3186,-72.431,-74.2632,-73.0133,-72.4706,-73.2046,-73.229,-85.4441,-73.934,-73.0439,-75.8432,-73.0926,-74.6014,-71.8012,-72.2871,-72.1601,-72.7587,-73.8443,-71.9729,-73.5259,-73.4273,-72.4103,-70.9913,-72.595,-71.9892,-74.0173,-78.0895,-74.1549,-73.0379,-73.3372
161400000,,-70.0791,-71.982,-70.8181,-73.4233,-73.254,-72.4059,-72.8676,-73.5576,-72.8914,-72.6971,-75.4904,-72.9468,-71.9042,-72.8398,-78.5241,-74.2254,-72.5191,-74.4664,-73.062,-71.6452,-71.5774,-73.0149,-72.9825,-73.1529,-72.8463,-72.4111,-74.8681,-84.414,-73.4558,-75.0652,-75.9483,-73.6258,-74.3891,-71.4713,-73.2423,-73.2242,-73.2604,-73.3192,-71.5828,-72.6131,-73.5918,-72.9326,-75.1128,-73.5972,-73.3001,-73.0523,-76.8027,-73.4623,-74.5418,-72.8254
161404000,,-69.7051,-71.3207,-71.637,-72.5446,-73.6989,-72.775,-72.5605,-73.0916,-71.8168,-71.5279,-75.7738,-72.487,-71.7629,-73.2207,-77.2883,-73.2342,-72.5868,-73.1638,-72.3794,-72.7613,-71.9877,-72.5569,-72.7466,-71.7162,-73.9172,-72.8236,-74.2247,-82.9996,-74.3727,-73.2229,-75.9865,-72.9345,-73.3654,-72.746,-73.5981,-74.2102,-73.0886,-72.8123,-72.7466,-72.9716,-73.6739,-73.4654,-73.5573,-74.5234,-71.6892,-72.1771,-76.6267,-72.5107,-74.0099,-74.0042
161408000,,-69.8679,-69.9801,-72.413,-72.2933,-73.1439,-74.3777,-72.7405,-72.8881,-71.3018,-71.8897,-75.367,-72.1703,-72.9317,-74.0015,-78.4064,-72.0014,-73.1567,-71.9855,-71.7999,-73.0751,-72.7034,-73.1547,-72.5152,-72.3406,-71.793,-72.8839,-74.6011,-82.4252,-74.6524,-72.9981,-75.4066,-73.009,-73.013,-72.9262,-73.7298,-72.2623,-71.4415,-72.4381,-73.4334,-74.3111,-72.377,-72.0864,-72.8452,-73.4278,-71.784,-71.7828,-77.7407,-72.9089,-73.1219,-73.2351
161412000,,-69.5892,-71.5029,-72.2842,-72.9488,-72.6903,-71.4991,-72.2274,-72.7154,-72.5265,-71.5236,-74.4279,-72.9871,-74.0989,-73.7236,-78.1759,-72.2136,-73.3896,-72.2862,-72.2745,-73.2725,-74.5634,-73.6286,-72.9147,-74.3824,-71.6426,-72.8449,-73.3777,-84.927,-73.967,-74.2727,-75.6267,-74.1462,-73.4633,-72.5961,-73.4898,-72.1345,-71.3159,-72.9433,-73.5837,-73.0525,-73.4374,-73.0958,-73.6909,-73.7305,-72.6014,-73.923,-77.8455,-75.0855,-72.5998,-73.0214
161416000,,-70.0234,-71.3473,-71.3411,-72.2681,-72.0097,-71.2246,-72.2065,-71.8698,-72.6981,-71.2988,-74.799,-74.4384,-72.5562,-72.7884,-78.1653,-72.493,-73.671,-72.5491,-73.6269,-73.5728,-74.3981,-71.9941,-73.4809,-73.9816,-72.2812,-72.3047,-73.485,-86.4008,-73.472,-74.5177,-76.2795,-72.4717,-73.101,-71.5548,-73.5519,-73.6416,-72.8218,-72.993,-73.2495,-73.7475,-73.864,-73.2682,-73.7973,-73.0721,-73.4185,-73.7842,-77.1166,-73.7641,-71.8533,-74.5477
161420000,,-71.3659,-70.3159,-70.8101,-73.153,-72.1748,-72.9275,-72.4045,-72.1134,-72.8753,-72.0733,-74.579,-73.7488,-72.2117,-73.547,-78.5261,-74.039,-73.2201,-73.5877,-74.0771,-73.716,-73.0472,-72.3969,-74.5204,-72.0678,-73.2753,-71.1109,-70.5803,-83.3052,-73.6084,-69.481,-73.6009,-69.5049,-69.1331,-70.3972,-73.6367,-74.355,-72.7318,-72.9001,-72.9882,-73.248,-73.1492,-72.3234,-73.1514,-72.8236,-73.9763,-72.761,-77.6698,-72.7593,-71.4315,-73.823
161424000,,-69.3877,-68.4878,-68.1847,-69.1462,-70.225,-69.8656,-70.088,-69.3806,-71.0441,-70.1545,-71.8764,-71.4206,-69.7306,-71.7045,-76.0977,-70.9027,-70.0946,-70.8516,-69.8668,-70.892,-69.3429,-69.7932,-70.4296,-69.407,-71.0068,-67.256,-66.0189,-77.7335,-70.2612,-64.6015,-69.0099,-65.1553,-64.3224,-66.8714,-70.8502,-70.9897,-68.9574,-70.974,-70.7976,-70.3022,-70.6497,-70.359,-70.7221,-70.6586,-70.3953,-70.3477,-75.5938,-70.6373,-70.2017,-70.2377
161428000,,-67.9435,-68.2142,-68.0106,-68.0537,-69.7625,-68.4147,-69.7637,-69.0521,-69.502,-69.0346,-71.101,-70.6175,-69.1022,-70.8659,-75.5356,-69.8418,-69.3694,-69.8086,-68.3616,-70.5922,-69.0878,-69.5428,-69.2692,-69.2256,-70.4708,-66.1286,-66.4272,-77.7684,-67.6224,-65.935,-70.655,-66.1915,-66.4932,-66.062,-69.9968,-69.8945,-67.9744,-69.8475,-69.5185,-69.2562,-70.0414,-70.406,-70.4529,-69.6096,-69.6442,-69.2929,-75.0091,-70.2514,-70.0192,-69.6452
161432000,,-69.3614,-70.5274,-71.8803,-71.7992,-71.9024,-70.206,-71.926,-72.7122,-71.4211,-74.0783,-74.3075,-73.4719,-73.4115,-72.0767,-78.8129,-73.3392,-73.7438,-72.0343,-71.4232,-72.2687,-72.4996,-72.9941,-70.7944,-71.9012,-73.1117,-66.6219,-66.4265,-76.6268,-69.1292,-65.4424,-68.7,-65.7499,-69.6783,-63.9977,-73.4207,-73.6788,-72.4455,-72.0662,-72.0812,-72.7263,-73.1053,-72.4583,-72.7573,-72.1644,-74.205,-71.1191,-78.7717,-73.3846,-73.1126,-72.3992
161436000,,-70.6273,-69.8603,-70.9866,-71.0457,-72.1549,-71.6907,-72.5786,-73.2211,-72.2411,-73.5221,-74.3763,-73.1777,-74.3484,-72.2881,-78.3395,-72.091,-71.3161,-72.5911,-73.5539,-72.449,-73.6176,-72.5367,-71.6492,-71.6115,-73.314,-69.5332,-69.9829,-79.9991,-71.9231,-68.9641,-71.5963,-68.9195,-71.5046,-67.3178,-72.5488,-73.8363,-73.6109,-71.3921,-71.8518,-72.4003,-73.8305,-72.3922,-72.838,-72.3564,-72.7175,-71.8175,-79.0284,-72.2184,-74.0669,-72.5787
161440000,,-70.1351,-69.4074,-70.248,-71.9216,-70.7744,-72.1451,-72.5124,-71.9266,-72.0816,-74.2077,-74.8069,-73.7941,-73.4218,-72.3459,-77.7374,-72.795,-70.7956,-72.6173,-75.0628,-72.9623,-72.8546,-71.7592,-72.6933,-71.4716,-72.3534,-72.4852,-73.0301,-84.1581,-73.1688,-73.1417,-77.0581,-74.5545,-72.845,-74.4654,-73.7809,-71.8672,-73.4627,-72.4833,-72.4727,-72.1982,-73.1123,-72.2793,-74.27,-72.7666,-72.601,-72.7181,-78.0003,-73.1686,-73.4135,-71.9819
161444000,,-69.3265,-70.2558,-69.3944,-72.1162,-71.8007,-72.9072,-73.3854,-71.6592,-72.8322,-73.0163,-75.2973,-73.3211,-74.2023,-73.604,-77.6832,-73.0507,-72.9577,-72.6032,-73.6901,-72.0663,-72.4929,-72.0805,-71.7899,-72.8785,-73.159,-71.763,-73.2343,-86.0568,-72.9052,-73.2184,-76.7947,-74.6745,-73.9673,-73.8804,-73.1155,-72.6086,-73.3499,-72.0104,-72.3192,-72.4229,-72.0094,-72.5798,-73.1872,-73.4945,-73.3979,-72.174,-77.5736,-73.6126,-73.469,-73.0673
161448000,,-70.1451,-68.9339,-69.4582,-71.7193,-73.0955,-72.1579,-72.8444,-72.0189,-72.9736,-73.5813,-76.6688,-74.486,-72.9008,-73.6523,-78.0242,-73.4041,-73.4084,-71.9272,-73.3927,-72.3605,-72.5433,-72.6068,-72.8436,-73.1069,-74.2097,-72.4967,-73.3148,-84.1379,-73.9225,-72.0915,-75.5157,-74.9097,-72.9082,-72.5489,-72.3509,-71.8785,-72.7706,-72.8606,-72.8889,-72.4717,-72.4853,-71.8009,-72.9148,-72.8814,-72.7415,-72.5581,-78.2105,-74.261,-73.45,-73.3018
161452000,,-72.025,-69.8409,-70.9456,-72.1678,-72.1086,-73.1611,-73.0545,-72.397,-72.2967,-72.8605,-74.528,-75.4871,-71.9866,-72.7715,-78.8967,-73.7421,-74.0572,-72.545,-72.8328,-72.1026,-71.8098,-73.5462,-73.2214,-72.2004,-74.2367,-73.9003,-73.2483,-83.9407,-74.9606,-71.5215,-74.2947,-74.8699,-72.7017,-72.4276,-71.0705,-72.6225,-73.9935,-73.5506,-72.2525,-71.5802,-73.7066,-72.1637,-73.8266,-74.2272,-71.3722,-72.2916,-77.7292,-73.3918,-73.0969,-72.6907
161456000,,-72.9327,-69.8562,-71.5758,-73.0662,-72.8928,-74.2285,-72.1852,-73.3555,-73.1288,-74.2277,-75.1648,-73.7134,-72.542,-72.2229,-79.2323,-73.6114,-73.5143,-74.0082,-72.5643,-72.4009,-72.2153,-73.1063,-73.5933,-72.6503,-74.033,-74.0817,-72.4027,-84.6664,-75.4657,-72.7145,-75.2219,-74.5746,-72.0138,-71.9362,-70.6489,-73.0178,-73.6765,-73.2828,-73.1721,-72.5238,-73.3778,-72.8697,-72.7365,-73.736,-71.9615,-73.2115,-77.9773,-72.5242,-71.8365,-74.9905
161460000,,-72.2598,-70.2618,-71.0598,-73.0158,-71.9936,-72.9134,-71.4623,-72.6404,-72.3214,-73.1444,-75.6611,-73.6746,-71.4818,-71.7002,-79.0628,-74.2026,-73.0012,-72.706,-71.0649,-74.0061,-72.9444,-72.3408,-74.3377,-72.7821,-72.694,-73.0623,-72.1458,-83.3392,-73.0381,-73.381,-75.2844,-74.7716,-72.7886,-73.6004,-71.9364,-73.5311,-72.3511,-73.8634,-73.1282,-72.9236,-73.1575,-72.8952,-71.5119,-73.1422,-72.8943,-74.4183,-78.1571,-73.3968,-71.884,-72.8403
161464000,,-70.0302,-69.929,-70.6108,-72.8736,-72.2021,-72.4456,-71.9631,-72.4096,-72.3942,-72.7776,-76.4745,-74.3572,-71.2454,-71.4082,-76.9355,-73.2058,-72.6416,-73.0721,-70.2816,-73.1424,-72.4268,-71.4621,-72.3692,-71.2985,-71.8531,-73.0581,-71.3953,-82.0711,-74.1363,-72.5475,-76.8014,-73.4273,-74.3056,-73.5556,-73.3632,-73.6332,-71.96,-74.4805,-72.3012,-72.1883,-72.0329,-72.6985,-72.6203,-74.1571,-73.1295,-73.8384,-77.9617,-74.1876,-71.5558,-71.1893
161468000,,-69.5384,-70.0799,-71.6692,-71.587,-73.5314,-71.4848,-71.7191,-73.1027,-73.0941,-72.0325,-74.561,-73.5273,-71.1399,-70.1985,-75.7464,-71.9399,-71.6976,-72.3718,-70.8711,-71.1336,-71.9222,-72.1738,-72.6429,-71.636,-72.3941,-72.8746,-71.0554,-84.1448,-74.4928,-72.9014,-76.418,-73.1918,-73.7034,-71.5443,-72.4909,-71.3361,-70.8639,-72.0726,-73.128,-72.2433,-71.3979,-71.953,-72.3942,-72.1875,-72.5404,-71.8974,-77.3612,-73.7743,-70.9767,-72.7211
161472000,,-70.281,-71.6417,-71.5806,-71.3871,-72.1435,-71.2026,-73.0536,-73.6584,-72.9485,-72.9253,-74.1567,-72.5896,-71.8527,-71.6519,-75.7414,-72.7755,-72.0068,-71.6664,-72.6309,-70.2579,-73.3908,-73.1066,-74.1642,-72.7471,-73.1579,-72.9536,-71.4591,-84.9268,-74.6699,-74.094,-74.1854,-72.3498,-73.522,-72.5531,-72.8709,-70.6909,-71.2492,-71.417,-72.8648,-71.634,-71.5589,-71.8383,-71.8369,-71.2499,-71.3083,-71.8724,-78.0106,-74.014,-71.5592,-73.7384
161476000,,-70.9351,-71.2063,-70.1922,-72.0409,-71.332,-71.6294,-73.2369,-71.7178,-71.6003,-71.9189,-75.31,-73.4622,-74.126,-72.1812,-77.1473,-73.2823,-71.7591,-71.1948,-71.8655,-72.0573,-73.0242,-73.0018,-73.4289,-71.9821,-72.7107,-72.364,-71.5036,-84.38,-73.5315,-73.2914,-73.8894,-71.8255,-72.3881,-71.8972,-71.8092,-72.7843,-72.2022,-71.7221,-72.5548,-71.6549,-72.5241,-71.3224,-72.6737,-71.0279,-70.9593,-71.4988,-77.5206,-73.4728,-73.0422,-73.7786
161480000,,-72.1177,-70.748,-69.9694,-72.4863,-72.1579,-71.6341,-73.8548,-72.2151,-72.0201,-73.1002,-75.6888,-74.2685,-73.7952,-71.8886,-77.802,-72.8824,-72.9607,-72.6809,-72.758,-73.7591,-71.8589,-73.6268,-72.4028,-72.669,-72.7744,-72.5857,-71.7947,-84.3841,-73.7666,-72.3485,-74.6643,-72.7122,-72.6547,-72.1492,-72.7287,-73.5395,-72.3347,-72.7562,-72.7675,-73.2089,-72.1426,-72.3787,-72.8241,-72.1416,-72.104,-71.417,-78.2727,-73.7786,-73.5852,-72.3519
161484000,,-69.8111,-67.8236,-69.5062,-70.0902,-70.0297,-72.0096,-71.0769,-70.8966,-70.8404,-71.3934,-73.2517,-72.1243,-71.3539,-70.1424,-76.1538,-71.1357,-71.4589,-72.1522,-70.2386,-71.2037,-71.557,-72.1505,-71.4749,-70.6027,-71.9087,-71.2839,-69.9172,-83.2498,-72.3064,-70.5372,-73.7154,-71.7973,-71.2977,-70.2964,-71.6249,-71.4725,-69.9681,-70.8714,-70.6792,-71.0027,-71.4798,-71.0037,-70.8852,-70.8469,-70.9778,-70.3294,-76.6731,-71.9389,-70.9634,-70.0777
161488000,,-67.1264,-65.0716,-66.4224,-69.3893,-68.0712,-69.8267,-67.974,-69.3044,-68.8049,-69.0034,-70.8277,-70.2191,-70.4138,-68.8146,-73.4268,-69.5705,-68.5676,-70.4392,-67.5427,-68.3275,-69.5265,-68.5305,-68.9244,-68.5306,-68.9559,-69.1201,-67.2181,-80.7809,-69.88,-69.3171,-71.9431,-69.4837,-69.0896,-68.6468,-68.9048,-68.8086,-67.6571,-68.832,-68.8219,-69.4928,-70.3215,-68.2729,-69.5971,-67.9946,-68.0624,-68.1709,-74.7885,-69.4334,-68.9596,-68.6444
161492000,,-70.6193,-68.4306,-69.2982,-71.041,-70.4876,-71.3495,-70.7839,-71.8972,-72.4673,-72.2953,-73.6154,-72.6838,-72.7067,-71.9764,-75.399,-72.5165,-72.692,-71.5678,-70.7362,-69.7038,-71.0056,-72.3024,-70.8482,-71.0323,-71.7369,-71.0877,-70.5217,-83.9279,-72.6245,-70.7653,-74.5572,-71.3718,-72.0257,-71.0781,-71.4436,-71.2088,-71.1908,-70.982,-71.4182,-72.0911,-72.7611,-71.3031,-71.9039,-70.1266,-70.3543,-71.6803,-76.0407,-73.0009,-70.727,-70.4857
161496000,,-69.2092,-70.0953,-69.4534,-71.816,-71.0133,-71.3636,-71.0983,-71.1412,-72.177,-72.3199,-74.4355,-72.3456,-72.8169,-71.0207,-75.9184,-72.3144,-72.9939,-71.3761,-71.1741,-71.0428,-72.4194,-74.5367,-70.4713,-71.1122,-74.1987,-71.2043,-73.326,-84.4356,-74.4363,-71.4403,-74.9672,-71.6369,-73.1495,-72.4175,-71.3382,-71.4753,-72.1033,-71.06,-71.4485,-72.3386,-73.0601,-72.6996,-73.2829,-72.8242,-72.6165,-71.3583,-75.7418,-73.9147,-71.5031,-70.6992
161500000,,-69.3304,-70.5307,-69.4014,-70.6751,-72.351,-72.0673,-71.1929,-70.9081,-71.8942,-72.0395,-73.9021,-72.064,-72.3298,-71.357,-76.1714,-71.9749,-71.8173,-71.1808,-72.1398,-72.1492,-72.2088,-72.3324,-70.8056,-70.7406,-72.5479,-71.0167,-73.0086,-83.94,-73.675,-71.5073,-75.3513,-73.336,-72.4732,-71.5625,-71.4048,-71.1701,-72.9071,-71.5307,-72.1195,-71.6304,-72.2136,-71.2827,-72.6981,-72.8851,-72.896,-71.0846,-77.6716,-73.8702,-70.275,-72.1376
161504000,,-68.5108,-71.2502,-71.3232,-70.3361,-71.9325,-72.8707,-72.379,-71.9926,-73.091,-72.6054,-74.2371,-72.5996,-72.2555,-72.5173,-77.7835,-72.2154,-71.171,-71.639,-72.7419,-72.2553,-73.215,-71.4652,-72.7748,-71.5519,-71.9199,-71.7148,-72.4558,-84.1119,-72.5371,-72.8658,-76.1766,-74.1982,-73.7762,-71.3635,-73.6549,-72.6762,-72.3235,-71.8555,-72.6946,-71.8683,-72.8191,-71.5897,-73.1315,-71.5401,-72.765,-72.841,-79.4411,-74.9164,-72.1802,-72.0117
161508000,,-69.9648,-69.655,-71.7008,-71.7041,-71.6083,-72.1196,-71.9123,-73.6235,-72.3023,-72.3351,-75.3965,-73.7585,-72.4649,-72.5929,-76.2212,-72.312,-72.6801,-71.7879,-72.5746,-72.0501,-73.182,-72.6738,-73.1444,-72.8152,-72.4559,-73.2554,-71.8217,-83.5309,-72.9085,-73.0998,-76.5453,-72.6236,-73.6117,-72.1432,-72.876,-73.6327,-72.6608,-72.5076,-72.288,-71.6055,-72.0122,-72.4551,-73.6077,-72.1236,-72.8503,-73.0722,-76.2351,-75.3617,-73.0883,-72.8776
161512000,,-70.6808,-70.3117,-70.4591,-71.3844,-71.7878,-71.5799,-71.3806,-72.8724,-71.6967,-73.1063,-75.1055,-74.9313,-72.4308,-72.8459,-76.1314,-71.9062,-72.8507,-72.2354,-73.2793,-72.8968,-72.6489,-72.5031,-72.7412,-72.3249,-73.678,-71.5741,-72.7565,-83.0826,-72.7437,-73.1961,-75.4443,-72.7154,-72.9544,-72.9226,-71.7324,-72.8031,-71.3252,-74.2682,-72.2946,-71.4281,-72.955,-72.2611,-71.9986,-72.3695,-72.8075,-72.7604,-76.6692,-74.2391,-73.2409,-73.4257
161516000,,-69.7219,-70.2893,-70.4525,-71.5919,-71.4694,-71.595,-71.8572,-73.0875,-72.6437,-72.4951,-75.2676,-74.1825,-72.3265,-72.3695,-77.1446,-71.8342,-71.4828,-73.5359,-72.4655,-74.0022,-72.6214,-73.1244,-73.0347,-72.5355,-73.5278,-72.2175,-72.7876,-84.6539,-74.2061,-73.5595,-75.5192,-72.5987,-72.5744,-73.9866,-72.2088,-74.117,-69.9743,-74.8447,-72.1975,-72.2763,-71.6691,-73.3252,-72.5983,-72.645,-73.7209,-73.6053,-78.3367,-73.6345,-72.2806,-71.5583
161520000,,-68.557,-71.3603,-71.5949,-71.2334,-71.0671,-72.5007,-72.3208,-73.9403,-73.412,-72.6419,-76.0721,-72.4369,-72.7176,-72.9855,-77.3912,-72.0511,-72.0785,-72.981,-71.6086,-72.3757,-72.2165,-72.4552,-73.3618,-73.7814,-72.9954,-72.0662,-72.0988,-84.0794,-73.6899,-74.4261,-75.447,-73.2421,-73.0275,-73.3691,-72.8371,-73.0254,-71.8875,-73.8323,-72.7446,-73.173,-71.5488,-73.8763,-73.2482,-73.3927,-73.1524,-72.1787,-78.8681,-73.2082,-72.6354,-70.3464
161524000,,-68.6965,-71.3576,-71.0676,-71.2782,-71.7213,-73.2458,-71.5962,-73.6881,-72.6745,-72.0685,-75.2181,-72.2966,-71.8963,-71.7665,-78.1576,-73.4571,-72.4527,-71.7894,-70.3943,-72.1191,-72.1027,-72.6351,-73.8058,-73.1746,-72.1318,-70.9937,-72.9149,-83.4481,-72.9167,-73.0799,-74.1453,-74.3735,-71.5636,-73.1628,-71.3852,-72.0946,-71.8107,-72.9398,-71.4554,-73.9562,-71.7599,-72.1666,-72.456,-72.4034,-72.4858,-70.9948,-77.2216,-72.7386,-72.0848,-70.3902
